category,paperid,date,num_authors,title
bioinformatics,031435,2016/05/20,3,Arkas: Rapid and Reproducible RNAseq Analysis for End Users
bioinformatics,054221,2016/05/19,3,LMethyR-SVM: Predict human enhancers using low methylated regions based on weighted support vector machines
bioinformatics,015370,2016/05/19,9,Flexible expressed region analysis for RNA-seq with derfinder
bioinformatics,053975,2016/05/18,7,A comprehensive and scalable database search system for metaproteomics
bioinformatics,036129,2016/05/18,5,PEDLA: predicting enhancers with a deep learning-based algorithmic framework
bioinformatics,048843,2016/05/18,5,"k-BOOM: A Bayesian approach to ontology structure inference, with applications in disease ontology construction"
bioinformatics,053876,2016/05/17,3,Protein complex prediction for large protein protein interaction networks with the Core&Peel Method
bioinformatics,053868,2016/05/17,4,EGAD: Ultra-fast functional analysis of gene networks
bioinformatics,027359,2016/05/16,9,Algorithmic Methods to Infer the Evolutionary Trajectories in Cancer Progression
bioinformatics,044966,2016/03/21,7,Construction and Experimental Validation of a Petri net Model of Wnt/β-catenin Signaling
bioinformatics,044909,2016/03/20,4,Identification of combinatorial and singular genomic signatures of host adaptation in influenza A H1N1 and H3N2 subtypes
bioinformatics,044552,2016/03/19,3,Automated SWATH Data Analysis Using Targeted Extraction of Ion Chromatograms
bioinformatics,044545,2016/03/18,4,NanoSim: nanopore sequence read simulator based on statistical characterization
bioinformatics,044677,2016/03/18,4,ACE: adaptive cluster expansion for maximum entropy graphical model inference
bioinformatics,030254,2016/03/17,3,"MetaR: simple, high-level languages for data analysis with the R ecosystem"
bioinformatics,044214,2016/03/16,6,iFORM: incorporating Find Occurrence of Regulatory Motifs
bioinformatics,044206,2016/03/16,7,mixMC: a multivariate statistical framework to gain insight into Microbial Communities
bioinformatics,043802,2016/03/16,2,Strawberry: fast and accurate genome-guided transcript reconstruction and quantification from RNA-seq
bioinformatics,043844,2016/03/16,1,Hierarchical Association Coefficient Algorithm
bioinformatics,255067,2018/01/28,4,PhytoNet: Comparative co-expression network analyses across phytoplankton and land plants
bioinformatics,253377,2018/01/27,12,Taxonomic identification from metagenomic and metabarcoding data using any genetic marker
bioinformatics,255133,2018/01/27,7,Viral diversity is an obligate consideration in CRISPR/Cas9 designs for HIV cure
bioinformatics,235903,2018/01/27,8,Hi-TOM: a platform for high-throughput tracking of mutations induced by CRISPR/Cas systems
bioinformatics,225573,2018/01/27,7,Linking drug target and pathway activation for effective therapy using multi-task learning
bioinformatics,143081,2018/01/27,3,ANNOgesic: A Swiss army knife for the RNA-Seq based annotation of bacterial/archaeal genomes
bioinformatics,254722,2018/01/27,8,Comprehensive functional profiling of long non-coding RNAs through a novel pan-cancer integration approach and modular analysis of their protein-coding gene association networks
bioinformatics,252023,2018/01/27,20,Atlas of Transcription Factor Binding Sites from ENCODE DNase Hypersensitivity Data Across 27 Tissue Types
bioinformatics,242677,2018/01/26,7,Fluidigm2PURC: automated processing and haplotype inference for double-barcoded PCR amplicons
bioinformatics,248500,2018/01/26,4,Efficient pedigree recording for fast population genetics simulation
bioinformatics,066928,2016/07/31,3,Perception Enhancement using Visual Attributes in Sequence Motif Visualization
bioinformatics,044578,2016/07/29,21,SnoVault and encodeD: A novel object-based storage system and applications to ENCODE metadata
bioinformatics,066613,2016/07/28,15,de novo assembly and population genomic survey of natural yeast isolates with the Oxford Nanopore MinION sequencer
bioinformatics,066183,2016/07/27,2,"ADRes: a computational pipeline for detecting molecular markers of Anti-malarial Drug Resistance, from Sanger sequencing data"
bioinformatics,066324,2016/07/27,2,"Structure, interaction and post-translational modification study of arsenic reduction system in Bifidobacterium longum"
bioinformatics,066241,2016/07/27,2,Evaluating approaches to find exon chains corresponding to long reads
bioinformatics,066100,2016/07/26,8,"Hybrid assembly of the large and highly repetitive genome of Aegilops tauschii, a progenitor of bread wheat, with the mega-reads algorithm"
bioinformatics,066019,2016/07/26,3,Phosphoproteomics-based Profiling of Kinase Activities in Cancer Cells
bioinformatics,064139,2016/07/26,4,An Empirical Biomarker-based Calculator for Autosomal Recessive Polycystic Kidney Disease The Nieto-Narayan Formula
bioinformatics,043315,2016/07/26,6,"From genomes to phenotypes: Traitar, the microbial trait analyzer"
bioinformatics,046771,2016/04/06,2,Selecting Reads for Haplotype Assembly
bioinformatics,047365,2016/04/05,2,Order under uncertainty: robust differential expression analysis using probabilistic models for pseudotime inference
bioinformatics,047357,2016/04/05,10,AptaTRACE: Elucidating Sequence-Structure Binding Motifs by Uncovering Selection Trends in HT-SELEX Experiments
bioinformatics,047100,2016/04/05,7,qpMerge: Merging different peptide isoforms using a motif centric strategy
bioinformatics,047050,2016/04/05,2,The healthy ageing gene expression signature for Alzheimer's disease diagnosis: a random sampling perspective
bioinformatics,021980,2016/04/04,2,Livestock market data for modeling disease spread among US cattle
bioinformatics,046904,2016/04/03,5,moGSA: integrative single sample gene-set analysis of multiple omics data
bioinformatics,046920,2016/04/03,2,Privacy-Preserving Read Mapping Using Locality Sensitive Hashing and Secure Kmer Voting
bioinformatics,044164,2016/04/01,4,AVOCADO: Visualization of Workflow-Derived Data Provenance for Reproducible Biomedical Research
bioinformatics,038356,2016/04/01,3,msVolcano: a flexible web application for visualizing quantitative proteomics data.
bioinformatics,049486,2016/04/21,1,Inferring intrinsic and extrinsic noise from a dual fluorescent reporter
bioinformatics,043679,2016/04/21,5,Prediction of kinase-specific phosphorylation sites through an integrative model of protein context and sequence
bioinformatics,049585,2016/04/20,5,From Visual Exploration to Storytelling and Back Again
bioinformatics,049536,2016/04/20,5,CNView: a visualization and annotation tool for copy number variation from whole-genome sequencing
bioinformatics,049510,2016/04/20,2,Temporal microbiome road-maps guided by perturbations
bioinformatics,048942,2016/04/20,6,plasmidSPAdes: Assembling Plasmids from Whole Genome Sequencing Data
bioinformatics,049338,2016/04/19,1,Ten simple rules for managing high-throughput nucleotide sequencing data
bioinformatics,049288,2016/04/19,5,Impact of knowledge accumulation on pathway enrichment analysis
bioinformatics,029827,2016/04/19,7,Mash: fast genome and metagenome distance estimation using MinHash
bioinformatics,040485,2016/04/19,13,AC-PCA: simultaneous dimension reduction and adjustment for confounding variation
bioinformatics,069575,2016/08/16,6,PubData: search engine for bioinformatics databases worldwide
bioinformatics,069815,2016/08/16,4,HySA: A Hybrid Structural variant Assembly approach using next generation and single-molecule sequencing technologies
bioinformatics,069633,2016/08/15,4,"scater: pre-processing, quality control, normalisation and visualisation of single-cell RNA-seq data in R"
bioinformatics,069658,2016/08/15,4,Statistical Association Mapping of Population-Structured Genetic Data
bioinformatics,069500,2016/08/14,1,OncoSimulR: genetic simulation of cancer progression with arbitrary epistasis and mutator genes
bioinformatics,069526,2016/08/14,1,Peptide partitions and protein identification: a computational analysis
bioinformatics,053462,2016/08/13,2,Higher classification sensitivity of short metagenomic reads with CLARK-S
bioinformatics,069302,2016/08/12,6,phyC: Clustering cancer evolutionary trees
bioinformatics,068940,2016/08/11,10,Gene expression markers of Tumor Infiltrating Leukocytes
bioinformatics,056473,2016/08/11,2,Reproducible Computational Workflows with Continuous Analysis
bioinformatics,010389,2014/11/11,2,Mapping a viral phylogeny onto outbreak trees to improve host transmission inference
bioinformatics,011205,2014/11/07,4,Tools and Methods from the Anopheles 16 Genome Project
bioinformatics,011197,2014/11/06,2,Annotating RNA motifs in sequences and alignments
bioinformatics,011130,2014/11/06,1,Identifying highly-penetrant disease causal mutations using next generation sequencing: Guide to whole process
bioinformatics,010884,2014/10/30,23,Enhanced Transcriptome Maps from Multiple Mouse Tissues Reveal Evolutionary Constraint in Gene Expression for Thousands of Genes
bioinformatics,010926,2014/10/30,7,Genome-wide comparative analysis reveals human- mouse regulatory landscape and evolution
bioinformatics,010801,2014/10/28,3,FORMAL: A model to identify organisms present in metagenomes using Monte Carlo Simulation
bioinformatics,004507,2014/10/27,2,Using 2k + 2 bubble searches to find SNPs in k-mer graphs
bioinformatics,010587,2014/10/22,3,A theoretical justification for single molecule peptide sequencing
bioinformatics,007351,2014/10/20,4,Rapid Core-Genome Alignment and Visualization for Thousands of Intraspecific Microbial Genomes
bioinformatics,174029,2017/08/09,3,Scanpy for analysis of large-scale single-cell gene expression data
bioinformatics,110759,2017/08/08,5,Granatum: a graphical single-cell RNA-Seq analysis pipeline for genomics scientists
bioinformatics,173740,2017/08/08,2,"SureMap: Versatile, Error Tolerant, and High Sensitive Read Mapper"
bioinformatics,171843,2017/08/08,2,neoantigenR: An annotation based pipeline for tumor neoantigen identification from sequencing data
bioinformatics,173005,2017/08/08,3,NeatSeq-Flow: A Lightweight Software for Efficient Execution of High Throughput Sequencing Workflows
bioinformatics,173047,2017/08/07,2,TraPS-VarI: a python module for the identification of STAT3 modulating germline receptor variants
bioinformatics,172767,2017/08/06,3,DeepATAC: A deep-learning method to predict regulatory factor binding activity from ATAC-seq signals
bioinformatics,082347,2017/08/06,3,geneXtendeR: optimized functional annotation of ChIP-seq data
bioinformatics,101386,2017/08/04,8,HiCRep: assessing the reproducibility of Hi-C data using a stratum-adjusted correlation coefficient
bioinformatics,172460,2017/08/04,14,Uncovering Medical Insights from Vast Amounts of Biomedical Data in Clinical Case Reports
bioinformatics,059600,2016/06/18,3,Comparing alternative pipelines for cross-platform microarray gene expression data integration with RNA-seq data in breast cancer
bioinformatics,059550,2016/06/17,4,MMinte: An application for predicting metabolic interactions among the microbial species in a community
bioinformatics,059329,2016/06/16,2,RiVIERA-beta: Joint Bayesian inference of risk variants and tissue-specific epigenomic enrichments across multiple complex human diseases
bioinformatics,057992,2016/06/16,4,In situ replication rates for uncultivated bacteria in microbial communities
bioinformatics,059204,2016/06/15,26,Navigating the phenotype frontier: The Monarch Initiative
bioinformatics,058800,2016/06/15,3,ANFIS-based Fuzzy Systems for Searching DNA-Protein Binding Sites
bioinformatics,049254,2016/06/15,3,Heat*seq: an interactive web tool for high-throughput sequencing experiment comparison with public data
bioinformatics,059121,2016/06/15,3,mmgenome: a toolbox for reproducible genome extraction from metagenomes
bioinformatics,059055,2016/06/15,8,Visualizing tumor evolution with the fishplot package for R
bioinformatics,058867,2016/06/14,7,FPD: A comprehensive phosphorylation database in fungi
bioinformatics,019901,2015/06/01,4,A simple model-based approach to inferring and visualizing cancer mutation signatures
bioinformatics,020131,2015/05/31,2,Improved Algorithms for Finding Edit Distance Based Motifs
bioinformatics,020172,2015/05/31,2,Learning quantitative sequence-function relationships from high-throughput biological data
bioinformatics,020123,2015/05/29,1,Optimizing error correction of RNAseq reads
bioinformatics,020024,2015/05/29,4,SAM/BAM format v1.5 extensions for de novo assemblies
bioinformatics,020099,2015/05/29,7,The GL Service: Web Service to Exchange GL String Encoded HLA & KIR Genotypes With Complete and Accurate Allele and Genotype Ambiguity
bioinformatics,019596,2015/05/21,4,Re-Annotator: Annotation Pipeline for Microarrays
bioinformatics,019539,2015/05/20,4,GenoWAP: Post-GWAS Prioritization Through Integrated Analysis of Genomic Functional Annotation
bioinformatics,019505,2015/05/19,2,"Diagnosis of coronary heart diseases using gene expression profiling; stable coronary artery disease, cardiac ischemia with and without myocardial necrosis"
bioinformatics,019448,2015/05/19,2,A de novo DNA Sequencing and Variant Calling Algorithm for Nanopores
bioinformatics,227397,2017/11/30,5,Classifying cells with Scasat - a tool to analyse single-cell ATAC-seq
bioinformatics,227066,2017/11/30,1,SNPTB: nucleotide variant identification and annotation in Mycobacterium tuberculosis genomes
bioinformatics,112318,2017/11/30,6,Comparative genomics approaches accurately predict deleterious variants in plants
bioinformatics,104109,2017/11/30,4,"THiCweed: fast, sensitive detection of sequence features by clustering big data sets"
bioinformatics,225680,2017/11/29,35,Community-driven data analysis training for biology
bioinformatics,216754,2017/11/29,6,Module analysis captures pancancer (epi)genetically deregulated cancer driver genes for smoking and antiviral response
bioinformatics,150292,2017/11/29,3,scmap - A tool for unsupervised projection of single cell RNA-seq data
bioinformatics,225631,2017/11/28,3,Tumor-specific Causal Inference (TCI): A Bayesian Method for Identifying Causative Genome Alterations within Individual Tumors
bioinformatics,225805,2017/11/27,8,The Plateau Method for Forensic DNA SNP Mixture Deconvolution
bioinformatics,225698,2017/11/27,3,Bioentities: a resource for entity recognition and relationship resolution in biomedical text mining
bioinformatics,165118,2017/07/18,4,Correcting batch effects in single-cell RNA sequencing data by matching mutual nearest neighbours.
bioinformatics,165100,2017/07/18,5,VolcanoR - web service to produce volcano plots and do basic enrichment analysis
bioinformatics,164921,2017/07/17,5,TASI: A software tool for spatial-temporal quantification of tumor spheroid dynamics
bioinformatics,090027,2017/07/17,5,Knowledge-guided gene prioritization reveals new insights into the mechanisms of chemoresistance
bioinformatics,162552,2017/07/17,3,"pyABC: distributed, likelihood-free inference"
bioinformatics,163626,2017/07/17,3,Comparative genomic analyses highlight the contribution of pseudogenized protein-coding genes to human lincRNAs
bioinformatics,164343,2017/07/17,2,GAS Power Calculator: web-based power calculator for genetic association studies
bioinformatics,103648,2017/07/16,3,A novel Word2vec based tool to estimate semantic similarity of genes by using Gene Ontology terms
bioinformatics,085654,2017/07/16,1,Characteristics of functional enrichment and gene expression level of human putative transcriptional target genes
bioinformatics,164087,2017/07/15,6,"Quantius: Generic, high-fidelity human annotation of scientific images at 105-clicks-per-hour"
bioinformatics,185157,2017/09/06,3,Virtual Genome Walking: Generating gene models for the salamander Ambystoma mexicanum
bioinformatics,181966,2017/09/05,11,Taxon sampling unequally affects individual nodes in a phylogenetic tree: consequences for model gene tree construction in SwissTree
bioinformatics,184721,2017/09/05,3,IntelliEppi: Intelligent reaction monitoring and holistic data management system for the molecular biology lab
bioinformatics,143925,2017/09/05,13,Methods For Estimation Of Model Accuracy In CASP12
bioinformatics,183095,2017/09/05,2,Unsupervised learning of DNA sequence features using a convolutional restricted Boltzmann machine
bioinformatics,179465,2017/09/05,6,SeroBA: rapid high-throughput serotyping of Streptococcus pneumoniae from whole genome sequence data
bioinformatics,167544,2017/09/04,5,Substrate binding and specificity appear as major forces in the functional diversification of eqolisins.
bioinformatics,132183,2017/09/04,5,Learning mutational graphs of individual tumor evolution from multi-sample sequencing data
bioinformatics,128587,2017/09/04,6,On statistical modeling of sequencing noise in high depth data to assess tumor evolution
bioinformatics,184291,2017/09/04,2,MERIT: a Mutation Error Rate Identification Toolkit for Ultra-deep Sequencing Applications
bioinformatics,039800,2016/07/26,2,Semi-Supervised Learning of the Electronic Health Record for Phenotype Stratification
bioinformatics,059170,2016/07/25,4,A natural encoding of genetic variation in a Burrows-Wheeler Transform to enable mapping and genome inference
bioinformatics,065532,2016/07/23,12,TelomereHunter: telomere content estimation and characterization from whole genome sequencing data
bioinformatics,065490,2016/07/23,3,"Preprocessing, normalization and integration of the Illumina HumanMethylationEPIC array"
bioinformatics,064469,2016/07/22,5,Calculating biological module enrichment or depletion and visualizing data on large-scale molecular maps with ACSNMineR and RNaviCell R packages
bioinformatics,065110,2016/07/21,9,Short Tandem Repeat stutter model inferred from direct measurement of in vitro stutter noise
bioinformatics,033613,2016/07/21,4,Avoidance of stochastic RNA interactions can be harnessed to control protein expression levels in bacteria and archaea
bioinformatics,064899,2016/07/20,6,Comparison of aggregation methods for multiphenotype exomic variant prioritization
bioinformatics,038828,2016/07/19,4,sCNAphase: using haplotype resolved read depth to genotype somatic copy number alterations from low cellularity aneuploid tumors
bioinformatics,064626,2016/07/19,3,Whose sample is it anyway? Widespread misannotation of samples in transcriptomics studies
bioinformatics,123414,2017/08/11,4,Meta-analysis of liver and heart transcriptomic data for functional annotation transfer in mammalian orthologs
bioinformatics,174896,2017/08/10,1,COGEM: A Toolbox for Computational Genomics in Matlab
bioinformatics,174995,2017/08/10,12,Does genetic risk help to predict amyloid burden in a non-demented population? A Bayesian approach.
bioinformatics,168211,2017/08/10,1,Text mining of disease-lifestyle associations to explain comorbidities in electronic health registries
bioinformatics,174524,2017/08/10,1,Theory of reinforcement learning and motivation in the basal ganglia
bioinformatics,174821,2017/08/10,7,High resolution annotation of Zebrafish transcriptome using long-read sequencing
bioinformatics,174813,2017/08/10,5,A Linear Algebra Approach to Fast DNA Mixture Analysis Using GPUs
bioinformatics,174714,2017/08/10,6,High-resolution global peptide-protein docking using fragments-based PIPER-FlexPepDock
bioinformatics,109512,2017/08/09,6,Strategies for analyzing bisulfite sequencing data
bioinformatics,174227,2017/08/09,6,"TaxMapper: An Analysis Tool, Reference Database and Workflow for Metatranscriptome Analysis of Eukaryotic Microorganisms"
bioinformatics,209965,2017/10/27,4,DiscoSnp++: de novo detection of small variants from raw unassembled read set(s)
bioinformatics,207092,2017/10/27,8,Bioconda: A sustainable and comprehensive software distribution for the life sciences
bioinformatics,200345,2017/10/27,5,Assessment of batch-correction methods for scRNA-seq data with a new test metric
bioinformatics,210120,2017/10/27,4,Prediction and interpretation of deleterious coding variants in terms of protein structural stability
bioinformatics,209734,2017/10/27,7,"miCloud: a plug and play, on-premises bioinformatics cloud, providing seamless integration with Illumina genome sequencers"
bioinformatics,209841,2017/10/27,1,A novel feature selection for RNA-seq analysis
bioinformatics,209676,2017/10/26,12,Synthesizing Signaling Pathways from Temporal Phosphoproteomic Data
bioinformatics,209122,2017/10/26,4,FAST-SG: An alignment-free algorithm for hybrid assembly
bioinformatics,071761,2017/10/26,4,MutationalPatterns: comprehensive genome-wide analysis of mutational processes
bioinformatics,208926,2017/10/25,8,HPViewer: Sensitive and specific genotyping of human papillomavirus in metagenomic DNA
bioinformatics,152355,2017/06/20,4,A rapid and accurate approach for prediction of interactomes from co-elution data (PrInCE)
bioinformatics,152686,2017/06/20,4,ORIGAMI: A Software Suite for Activated Ion Mobility Mass Spectrometry (aIM-MS) Applied To Multimeric Protein Assemblies
bioinformatics,152447,2017/06/20,2,Reconstructing cancer karyotypes from short read data: the half full and half empty glass
bioinformatics,152579,2017/06/20,10,The proBAM and proBed standard formats: enabling a seamless integration of genomics and proteomics data.
bioinformatics,132811,2017/06/20,5,FORKS: Finding Orderings Robustly using K-means and Steiner trees
bioinformatics,054411,2017/06/20,6,Gating mass cytometry data by deep learning
bioinformatics,151787,2017/06/19,2,A RESTful API to serve BAM file with OAuth2 compatible authorization
bioinformatics,151621,2017/06/18,9,Application of High-Dimensional Statistics and Network based Visualization techniques on Arab Diabetes and Obesity data
bioinformatics,146126,2017/06/18,5,Uncovering thematic structure to link co-occurring taxa and predicted functional content in 16S rRNA marker gene surveys
bioinformatics,151217,2017/06/18,3,A robust statistical framework to detect multiple sources of hidden variation in single-cell transcriptomes
bioinformatics,099135,2017/01/09,3,Automatic classification of diatoms of Merja fouarate
bioinformatics,097881,2017/01/09,4,Snaptron: querying and visualizing splicing across tens of thousands of RNA-seq samples
bioinformatics,059642,2017/01/09,6,Efficient inference of recent and ancestral recombination within bacterial populations
bioinformatics,098764,2017/01/06,3,A Complete Logical Approach to Resolve the Evolution and Dynamics of Mitochondrial Genome in Bilaterians
bioinformatics,099028,2017/01/06,5,Software solutions for reproducible RNA-seq workflows
bioinformatics,099010,2017/01/06,6,Building containerized workflows for RNA-seq data using the BioDepot-workflow-Builder (BwB)
bioinformatics,098731,2017/01/06,3,"MinorityReport, software for generalized analysis of causal genetic variants"
bioinformatics,054049,2017/01/06,4,Retrieving chromatin patterns from deep sequencing data using correlation functions
bioinformatics,098566,2017/01/05,2,OrthoFiller: utilising data from multiple species to improve the completeness of genome annotations.
bioinformatics,096107,2017/01/05,6,Glimma: interactive graphics for gene expression analysis
bioinformatics,074260,2016/10/25,6,MathIOmica: An Integrative Platform for Dynamic Omics
bioinformatics,082776,2016/10/24,3,Towards an ontology-based recommender system for relevant bioinformatics workflows
bioinformatics,082594,2016/10/24,4,LR-DNase: Predicting TF binding from DNase-seq data
bioinformatics,082511,2016/10/24,10,GSKB: A gene set database for pathway analysis in mouse
bioinformatics,082784,2016/10/24,3,Ontology-based workflow extraction from texts using word sense disambiguation
bioinformatics,082685,2016/10/24,6,The presence or absence alone of miRNA isoforms (isomiRs) successfully discriminate amongst the 32 TCGA cancer types
bioinformatics,075440,2016/10/24,6,QuickStitch for seamless stitching of confocal mosaics through high-pass filtering and recursive normalization
bioinformatics,082768,2016/10/24,6,CASTOR: A machine learning platform for reproducible viral genome classification
bioinformatics,082321,2016/10/23,3,Selection Corrected Statistical Inference for Region Detection with High-throughput Assays
bioinformatics,074708,2016/10/23,6,Rabix: an open-source workflow executor supporting recomputability and interoperability of workflow descriptions
bioinformatics,036970,2016/01/15,7,Logic models to predict continuous outputs based on binary inputs with an application to personalized cancer therapy
bioinformatics,036764,2016/01/15,4,Structural features of the fly chromatin colors revealed by automatic three-dimensional modeling.
bioinformatics,035907,2016/01/14,3,Contrasting the genetic architecture of 30 complex traits from summary association data
bioinformatics,031013,2016/01/14,3,Haplotag: software for haplotype-based genotyping-by-sequencing analysis
bioinformatics,036681,2016/01/14,5,Searching more genomic sequence with less memory for fast and accurate metagenomic profiling
bioinformatics,036707,2016/01/14,3,Structural variation detection with read pair information --- An improved null-hypothesis reduces bias
bioinformatics,036194,2016/01/13,5,Canvas: versatile and scalable detection of copy number variants
bioinformatics,036533,2016/01/12,4,Robust Lineage Reconstruction from High-Dimensional Single-Cell Data
bioinformatics,017111,2016/01/11,8,RiboDiff: Detecting Changes of Translation Efficiency from Ribosome Footprints
bioinformatics,035956,2016/01/11,5,"Regmex, Motif analysis in ranked lists of sequences"
bioinformatics,254250,2018/02/02,3,Proteomics as a metrological tool to evaluate genome annotation accuracy following de novo genome assembly: a case study using the Atlantic bottlenose dolphin (Tursiops truncatus)
bioinformatics,258814,2018/02/02,3,Modeling polypharmacy side effects with graph convolutional networks
bioinformatics,258772,2018/02/01,7,SeqOthello: Query over RNA-seq experiments at scale
bioinformatics,258566,2018/02/01,4,Identification of transcriptional signatures for cell types from single-cell RNA-Seq
bioinformatics,258699,2018/02/01,2,Random forest based similarity learning for single cell RNA sequencing data
bioinformatics,256784,2018/02/01,1,clusterProfiler: An universal enrichment tool for functional and comparative study
bioinformatics,256180,2018/02/01,12,Label-free assessment of red blood cell storage lesions by deep learning
bioinformatics,200170,2018/02/01,5,Detection of complex structural variation from paired-end sequencing data
bioinformatics,253427,2018/02/01,4,Allele-specific transcription factor binding as a benchmark for assessing variant impact predictors
bioinformatics,258319,2018/02/01,7,Improved pathway reconstruction from RNA interference screens by exploiting off-target effects
bioinformatics,187526,2017/09/12,3,"Methylation-To-Expression Feature Models of Breast Cancer Accurately Predict Overall Survival, Distant-Recurrence Free Survival, And Pathologic Complete Response in Multiple Cohorts"
bioinformatics,187641,2017/09/12,4,dBBQs : dataBase of Bacterial Quality scores
bioinformatics,187625,2017/09/12,5,"Statistical machine learning of sleep and physical activity phenotypes from sensor data in 96,609 UK Biobank participants"
bioinformatics,181396,2017/09/11,8,Ensemble gene function prediction database reveals genes important for complex I formation in Arabidopsis thaliana
bioinformatics,149146,2017/09/11,4,GARFIELD-NGS: Genomic vARiants FIltering by dEep Learning moDels in NGS
bioinformatics,187120,2017/09/11,11,Capturing the Difference in Humoral Immunity between Normal and Tumor Environments from RNA Sequences of B-Cell Receptors Using Supervised Machine Learning
bioinformatics,187013,2017/09/10,1,A minimalist approach to protein identification
bioinformatics,134288,2017/09/10,4,Allosteric signalling paths in hemoglobin: a protein dynamics network analysis
bioinformatics,186510,2017/09/10,2,PDZ Domains in Microorganisms: Link Between Stress Response and Protein Synthesis
bioinformatics,186874,2017/09/10,7,IPCAPS: an R package for iterative pruning to capture population structure
bioinformatics,042879,2016/03/09,5,A fast and accurate method for detection of IBD shared haplotypes in genome-wide SNP data
bioinformatics,042853,2016/03/09,3,"Discovery of Primary, Cofactor, and Novel Transcription Factor Binding Site Motifs by Recursive, Thresholded Entropy Minimization"
bioinformatics,032847,2016/03/08,3,Quantitative proteome-based guidelines for intrinsic disorder characterization
bioinformatics,042630,2016/03/07,3,mLDM: a new hierarchical Bayesian statistical model for sparse microbioal association discovery
bioinformatics,042655,2016/03/07,6,AnnoLnc: a web server for systematically annotating novel human lncRNAs
bioinformatics,042382,2016/03/06,10,Exploring miRNAs as the key to understand symptoms induced by ZIKA virus infection through a collaborative database.
bioinformatics,035287,2016/03/05,5,Rail-dbGaP: analyzing dbGaP-protected data in the cloud with Amazon Elastic MapReduce
bioinformatics,042374,2016/03/04,8,The Ensembl Variant Effect Predictor
bioinformatics,022152,2016/03/04,10,Learning from heterogeneous data sources: an application in spatial proteomics
bioinformatics,034769,2016/03/04,2,BrowseVCF: a web-based application and workflow to quickly prioritise disease-causative variants in VCF files.
bioinformatics,198846,2018/01/31,8,Backbone Brackets and Arginine Tweezers delineate Class I and Class II aminoacyl tRNA synthetases
bioinformatics,257550,2018/01/31,3,CALISTA: Clustering And Lineage Inference in Single-Cell Transcriptional Analysis
bioinformatics,257147,2018/01/31,6,A Survey of Orbitrap All Ion Fragmentation Analysis Assessed by an R MetaboList Package to Study Small-molecule Metabolites
bioinformatics,256461,2018/01/31,3,Pleiotropic Mapping and Annotation Selection in Genome-wide Association Studies with Pe-nalized Gaussian Mixture Models
bioinformatics,257220,2018/01/30,5,Quantifying Waddington's epigenetic landscape: a comparison of single-cell potency measures
bioinformatics,257048,2018/01/30,4,Unsupervised embedding of single-cell Hi-C data
bioinformatics,256529,2018/01/30,4,Ontology-based validation and identification of regulatory phenotypes
bioinformatics,172700,2018/01/30,4,Integrative DNA copy number detection and genotyping from sequencing and array-based platforms
bioinformatics,256834,2018/01/30,3,Determining rewiring effects of alternatively spliced isoforms on protein-protein interactions using a computational approach
bioinformatics,256859,2018/01/30,3,Sequence Alignment Through the Looking Glass
bioinformatics,003962,2014/04/07,2,KmerStream: Streaming algorithms for k-mer abundance estimation
bioinformatics,003954,2014/04/06,3,SplitMEM: Graphical pan-genome analysis with suffix skips
bioinformatics,003731,2014/04/02,3,HGTector: An automated method facilitating genome-wide discovery of putative horizontal gene transfers
bioinformatics,003640,2014/03/28,1,The Scramble Conversion Tool
bioinformatics,003475,2014/03/20,3,Divide and Conquer approach for Genome Classification based on subclass characterization
bioinformatics,003376,2014/03/17,6,Analysis of stop-gain and frameshift variants in human innate immunity genes
bioinformatics,002642,2014/03/11,3,A reassessment of consensus clustering for class discovery
bioinformatics,003285,2014/03/10,25,Alignathon: A competitive assessment of whole genome alignment methods.
bioinformatics,002725,2014/03/09,2,Spectacle: Faster and more accurate chromatin state annotation using spectral learning
bioinformatics,003210,2014/03/05,7,Detecting translational regulation by change point analysis of ribosome profiling datasets
bioinformatics,046565,2016/06/24,5,Is voice a marker for autism spectrum disorder? A systematic review and meta-analysis
bioinformatics,060426,2016/06/23,5,Evaluating the Evaluation of Cancer Driver Genes
bioinformatics,060384,2016/06/23,3,Breaking Lander-Waterman's Coverage Bound
bioinformatics,060129,2016/06/21,6,Meta-aligner: Long-read alignment based on genome statistics
bioinformatics,060012,2016/06/20,1,An algorithm for fast preranked gene set enrichment analysis using cumulative statistic calculation
bioinformatics,058529,2016/06/20,7,SourceData - a semantic platform for curating and searching figures
bioinformatics,054676,2016/06/20,2,MPAthic: quantitative modeling of sequence-function relationships for massively parallel assays
bioinformatics,059881,2016/06/19,3,BlastPhyMe: A toolkit for rapid generation and analysis of protein-coding sequence datasets
bioinformatics,059774,2016/06/19,5,Voodoo Machine Learning for Clinical Predictions
bioinformatics,043232,2016/06/18,9,RSQ: a statistical method for quantification of isoform-specific structurome using transcriptome-wide structural profiling data
bioinformatics,154658,2017/06/23,1,Vasomotor Symptoms Monitoring with a Commercial Activity Tracking Watch
bioinformatics,151985,2017/06/23,9,Correction of copy number induced false positives in CRISPR screens
bioinformatics,152264,2017/06/22,2,Informatics for Cancer Immunotherapy
bioinformatics,153858,2017/06/22,8,Positional effects revealed in Illumina Methylation Array and the impact on analysis
bioinformatics,153619,2017/06/22,3,Mapping-free variant calling using haplotype reconstruction from k-mer frequencies
